date,description,amount,category,transaction_type
2025-02-26,Consulting Fee,80145.54,Salary,Income
2025-02-26,BookMyShow,2216.56,Entertainment,Expense
2025-02-26,Spotify,791.31,Entertainment,Expense
2025-02-26,Flipkart,2918.53,Shopping,Expense
2025-02-26,Practo Consultation,1872.17,Healthcare,Expense
2025-02-26,PVR Cinemas,1237.27,Entertainment,Expense
2025-02-26,Myntra,1193.47,Shopping,Expense
2025-02-26,Consulting Fee,101755.97,Salary,Income
2025-02-26,Zara,1117.15,Shopping,Expense
2025-02-27,Uber,353.5,Transportation,Expense
2025-02-27,Ola,2133.56,Transportation,Expense
2025-02-27,Starbucks,480.77,Food,Expense
2025-02-27,Reliance Digital,424.47,Shopping,Expense
2025-02-27,Zara,1664.51,Shopping,Expense
2025-02-27,Indian Railways,269.26,Transportation,Expense
2025-02-28,Netflix,651.56,Entertainment,Expense
2025-02-28,Starbucks,2725.64,Food,Expense
2025-02-28,Zara,961.87,Shopping,Expense
2025-02-28,Swiggy,2539.41,Food,Expense
2025-02-28,Zomato,749.35,Food,Expense
2025-02-28,Indigo Airlines,3811.97,Travel,Expense
2025-02-28,Myntra,2771.56,Shopping,Expense
2025-02-28,Petrol Pump,1264.43,Transportation,Expense
2025-02-28,Amazon,1141.94,Shopping,Expense
2025-03-01,Ola,2104.25,Transportation,Expense
2025-03-01,Petrol Pump,1078.49,Transportation,Expense
2025-03-01,Metro Card Recharge,2501.15,Transportation,Expense
2025-03-01,Consulting Fee,75779.69,Salary,Income
2025-03-02,Metro Card Recharge,2744.8,Transportation,Expense
2025-03-02,Electricity Bill,556.12,Bills & Utilities,Expense
2025-03-02,Metro Card Recharge,1561.12,Transportation,Expense
2025-03-02,Flipkart,1673.48,Shopping,Expense
2025-03-02,Petrol Pump,1426.86,Transportation,Expense
2025-03-02,Starbucks,2543.51,Food,Expense
2025-03-03,McDonalds,1164.65,Food,Expense
2025-03-03,Uber,2345.69,Transportation,Expense
2025-03-03,Spotify,542.12,Entertainment,Expense
2025-03-03,Metro Card Recharge,943.67,Transportation,Expense
2025-03-03,Spotify,128.49,Entertainment,Expense
2025-03-03,Cafe Coffee Day,1118.48,Food,Expense
2025-03-03,Metro Card Recharge,2624.83,Transportation,Expense
2025-03-03,Monthly Rent,13258.52,Rent,Expense
2025-03-03,Gas Cylinder,1937.54,Bills & Utilities,Expense
2025-03-03,Metro Card Recharge,2648.77,Transportation,Expense
2025-03-04,Local Bakery,2828.63,Food,Expense
2025-03-04,Gas Cylinder,2125.74,Bills & Utilities,Expense
2025-03-04,Local Bakery,1427.75,Food,Expense
2025-03-04,Metro Card Recharge,1182.88,Transportation,Expense
2025-03-04,MakeMyTrip,6755.99,Travel,Expense
2025-03-05,Monthly Rent,15959.7,Rent,Expense
2025-03-05,Swiggy,102.32,Food,Expense
2025-03-05,MakeMyTrip,13563.37,Travel,Expense
2025-03-05,Cafe Coffee Day,1530.74,Food,Expense
2025-03-05,Electricity Bill,1614.31,Bills & Utilities,Expense
2025-03-06,Uber,1611.04,Transportation,Expense
2025-03-06,Apollo Pharmacy,2515.95,Healthcare,Expense
2025-03-06,PVR Cinemas,937.34,Entertainment,Expense
2025-03-06,Local Bakery,2284.24,Food,Expense
2025-03-06,Ola,780.22,Transportation,Expense
2025-03-06,Amazon,1533.17,Shopping,Expense
2025-03-06,Cafe Coffee Day,2790.68,Food,Expense
2025-03-06,DMart,2405.4,Shopping,Expense
2025-03-06,Uber,276.99,Transportation,Expense
2025-03-06,Amazon Prime,924.4,Entertainment,Expense
2025-03-06,Indian Railways,1172.36,Transportation,Expense
2025-03-07,Myntra,2229.63,Shopping,Expense
2025-03-08,McDonalds,2082.17,Food,Expense
2025-03-08,Hotel Taj,4619.12,Travel,Expense
2025-03-08,DMart,1506.5,Shopping,Expense
2025-03-08,Tech Corp Salary,39753.5,Salary,Income
2025-03-08,Swiggy,2704.73,Food,Expense
2025-03-08,Reliance Digital,1847.08,Shopping,Expense
2025-03-08,Local Bakery,1596.73,Food,Expense
2025-03-09,Swiggy,493.46,Food,Expense
2025-03-09,Dominos Pizza,633.13,Food,Expense
2025-03-09,McDonalds,2605.15,Food,Expense
2025-03-09,Indian Railways,2551.61,Transportation,Expense
2025-03-09,Freelance Gig,98152.68,Salary,Income
2025-03-09,Uber,664.32,Transportation,Expense
2025-03-09,Indigo Airlines,5480.75,Travel,Expense
2025-03-09,Monthly Rent,11161.93,Rent,Expense
2025-03-10,Local Bakery,1608.97,Food,Expense
2025-03-10,Dominos Pizza,1126.79,Food,Expense
2025-03-10,Starbucks,1226.11,Food,Expense
2025-03-10,MakeMyTrip,7201.88,Travel,Expense
2025-03-10,PVR Cinemas,1915.43,Entertainment,Expense
2025-03-10,Hospital Bill,2338.6,Healthcare,Expense
2025-03-10,Flipkart,2033.4,Shopping,Expense
2025-03-10,Electricity Bill,1970.18,Bills & Utilities,Expense
2025-03-11,Hospital Bill,2245.23,Healthcare,Expense
2025-03-11,Petrol Pump,2241.36,Transportation,Expense
2025-03-11,Local Bakery,1766.04,Food,Expense
2025-03-11,Metro Card Recharge,946.93,Transportation,Expense
2025-03-11,Monthly Rent,24495.9,Rent,Expense
2025-03-11,Swiggy,917.31,Food,Expense
2025-03-11,Reliance Digital,2749.12,Shopping,Expense
2025-03-12,DMart,2239.79,Shopping,Expense
2025-03-12,DMart,1223.71,Shopping,Expense
2025-03-12,Indigo Airlines,5191.54,Travel,Expense
2025-03-12,Zomato,2059.94,Food,Expense
2025-03-12,Petrol Pump,2155.4,Transportation,Expense
2025-03-13,Netflix,2813.19,Entertainment,Expense
2025-03-13,Ola,1028.4,Transportation,Expense
2025-03-13,Gas Cylinder,1677.03,Bills & Utilities,Expense
2025-03-13,McDonalds,1349.41,Food,Expense
2025-03-14,Metro Card Recharge,1746.37,Transportation,Expense
2025-03-14,McDonalds,855.4,Food,Expense
2025-03-14,Indian Railways,1437.37,Transportation,Expense
2025-03-15,Dominos Pizza,1577.31,Food,Expense
2025-03-15,Dominos Pizza,2762.32,Food,Expense
2025-03-15,Ola,2261.1,Transportation,Expense
2025-03-15,Petrol Pump,1244.91,Transportation,Expense
2025-03-15,Zomato,720.02,Food,Expense
2025-03-16,PVR Cinemas,1560.66,Entertainment,Expense
2025-03-16,PVR Cinemas,1149.96,Entertainment,Expense
2025-03-16,Swiggy,1958.58,Food,Expense
2025-03-16,Consulting Fee,102654.73,Salary,Income
2025-03-16,Myntra,945.93,Shopping,Expense
2025-03-16,Zomato,2331.73,Food,Expense
2025-03-16,Petrol Pump,1774.89,Transportation,Expense
2025-03-17,Amazon,1904.86,Shopping,Expense
2025-03-17,Netflix,676.96,Entertainment,Expense
2025-03-17,Petrol Pump,2484.95,Transportation,Expense
2025-03-17,Uber,746.68,Transportation,Expense
2025-03-17,Zomato,2569.67,Food,Expense
2025-03-17,Cafe Coffee Day,2644.66,Food,Expense
2025-03-17,Netflix,646.19,Entertainment,Expense
2025-03-18,Zara,509.35,Shopping,Expense
2025-03-18,Uber,261.91,Transportation,Expense
2025-03-18,DMart,1828.21,Shopping,Expense
2025-03-18,BookMyShow,1755.8,Entertainment,Expense
2025-03-18,Monthly Rent,25715.59,Rent,Expense
2025-03-18,Indian Railways,2649.95,Transportation,Expense
2025-03-18,Petrol Pump,528.85,Transportation,Expense
2025-03-18,Myntra,1439.24,Shopping,Expense
2025-03-19,Zomato,1742.92,Food,Expense
2025-03-19,Jio Recharge,2736.11,Bills & Utilities,Expense
2025-03-19,Swiggy,1960.68,Food,Expense
2025-03-19,Indian Railways,1602.19,Transportation,Expense
2025-03-19,Electricity Bill,759.94,Bills & Utilities,Expense
2025-03-19,Petrol Pump,1371.55,Transportation,Expense
2025-03-19,Indian Railways,829.1,Transportation,Expense
2025-03-19,McDonalds,303.32,Food,Expense
2025-03-19,Local Bakery,1375.15,Food,Expense
2025-03-19,Uber,2994.33,Transportation,Expense
2025-03-20,Uber,2865.0,Transportation,Expense
2025-03-20,Swiggy,708.04,Food,Expense
2025-03-20,Amazon,1914.47,Shopping,Expense
2025-03-20,Zomato,922.93,Food,Expense
2025-03-20,Ola,1437.46,Transportation,Expense
2025-03-21,Petrol Pump,205.41,Transportation,Expense
2025-03-21,Indian Railways,1219.25,Transportation,Expense
2025-03-21,Spotify,2917.08,Entertainment,Expense
2025-03-22,Jio Recharge,2152.53,Bills & Utilities,Expense
2025-03-22,Monthly Rent,19174.79,Rent,Expense
2025-03-22,Gas Cylinder,1703.7,Bills & Utilities,Expense
2025-03-22,Starbucks,445.22,Food,Expense
2025-03-22,Uber,732.28,Transportation,Expense
2025-03-22,MakeMyTrip,4394.38,Travel,Expense
2025-03-23,Uber,167.8,Transportation,Expense
2025-03-23,Myntra,2026.03,Shopping,Expense
2025-03-23,Petrol Pump,1460.49,Transportation,Expense
2025-03-23,Cafe Coffee Day,1853.02,Food,Expense
2025-03-23,Swiggy,2716.19,Food,Expense
2025-03-24,PVR Cinemas,2622.05,Entertainment,Expense
2025-03-24,Zomato,1369.18,Food,Expense
2025-03-24,Gas Cylinder,2127.36,Bills & Utilities,Expense
2025-03-24,Netflix,2260.0,Entertainment,Expense
2025-03-24,BookMyShow,1461.76,Entertainment,Expense
2025-03-24,Monthly Rent,16742.71,Rent,Expense
2025-03-24,Zomato,396.47,Food,Expense
2025-03-24,DMart,2472.39,Shopping,Expense
2025-03-24,Apollo Pharmacy,1888.99,Healthcare,Expense
2025-03-24,Apollo Pharmacy,2307.56,Healthcare,Expense
2025-03-24,Metro Card Recharge,2597.48,Transportation,Expense
2025-03-24,Indigo Airlines,2880.44,Travel,Expense
2025-03-25,MakeMyTrip,7074.88,Travel,Expense
2025-03-25,Indian Railways,859.04,Transportation,Expense
2025-03-25,Zara,2151.67,Shopping,Expense
2025-03-25,Metro Card Recharge,1980.56,Transportation,Expense
2025-03-25,Electricity Bill,1718.75,Bills & Utilities,Expense
2025-03-25,Local Bakery,200.32,Food,Expense
2025-03-25,Amazon,1066.23,Shopping,Expense
2025-03-26,Netflix,1592.89,Entertainment,Expense
2025-03-26,Local Bakery,1939.55,Food,Expense
2025-03-26,Indigo Airlines,14060.22,Travel,Expense
2025-03-26,Tech Corp Salary,125490.15,Salary,Income
2025-03-27,Jio Recharge,1024.03,Bills & Utilities,Expense
2025-03-28,MakeMyTrip,13698.68,Travel,Expense
2025-03-28,Indigo Airlines,11427.73,Travel,Expense
2025-03-28,Gas Cylinder,315.09,Bills & Utilities,Expense
2025-03-28,Reliance Digital,1479.23,Shopping,Expense
2025-03-28,BookMyShow,1183.91,Entertainment,Expense
2025-03-28,Indian Railways,1923.23,Transportation,Expense
2025-03-28,PVR Cinemas,616.4,Entertainment,Expense
2025-03-28,Jio Recharge,396.46,Bills & Utilities,Expense
2025-03-29,Monthly Rent,26785.13,Rent,Expense
2025-03-29,Metro Card Recharge,2789.74,Transportation,Expense
2025-03-29,Petrol Pump,1619.92,Transportation,Expense
2025-03-29,Hospital Bill,338.73,Healthcare,Expense
2025-03-29,Freelance Gig,36420.87,Salary,Income
2025-03-29,Freelance Gig,30229.3,Salary,Income
2025-03-29,Swiggy,2581.28,Food,Expense
2025-03-29,Water Bill,1302.83,Bills & Utilities,Expense
2025-03-29,BookMyShow,2553.61,Entertainment,Expense
2025-03-30,Reliance Digital,2098.87,Shopping,Expense
2025-03-30,Apollo Pharmacy,876.72,Healthcare,Expense
2025-03-30,Jio Recharge,669.41,Bills & Utilities,Expense
2025-03-30,BookMyShow,1394.55,Entertainment,Expense
2025-03-30,PVR Cinemas,2691.61,Entertainment,Expense
2025-03-30,DMart,2634.26,Shopping,Expense
2025-03-31,Gas Cylinder,2200.14,Bills & Utilities,Expense
2025-03-31,Uber,2174.53,Transportation,Expense
2025-03-31,Tech Corp Salary,112621.45,Salary,Income
2025-03-31,Netflix,2074.39,Entertainment,Expense
2025-03-31,Freelance Gig,123651.16,Salary,Income
2025-03-31,Local Bakery,2665.16,Food,Expense
2025-03-31,Water Bill,115.95,Bills & Utilities,Expense
2025-03-31,Petrol Pump,1907.96,Transportation,Expense
2025-03-31,Monthly Rent,27602.81,Rent,Expense
2025-04-01,Metro Card Recharge,2288.04,Transportation,Expense
2025-04-01,Zomato,1176.89,Food,Expense
2025-04-01,Zara,2924.71,Shopping,Expense
2025-04-01,Dominos Pizza,2141.34,Food,Expense
2025-04-01,Starbucks,2908.28,Food,Expense
2025-04-01,Zomato,775.72,Food,Expense
2025-04-01,Flipkart,2114.54,Shopping,Expense
2025-04-01,Uber,1100.34,Transportation,Expense
2025-04-01,Gas Cylinder,156.91,Bills & Utilities,Expense
2025-04-02,Zara,2653.92,Shopping,Expense
2025-04-02,DMart,2764.66,Shopping,Expense
2025-04-02,Reliance Digital,546.72,Shopping,Expense
2025-04-02,Myntra,2501.73,Shopping,Expense
2025-04-02,Local Bakery,204.21,Food,Expense
2025-04-02,Zara,20865.88,Shopping,Expense
2025-04-02,Starbucks,1462.36,Food,Expense
2025-04-02,Spotify,1873.52,Entertainment,Expense
2025-04-02,Gas Cylinder,514.46,Bills & Utilities,Expense
2025-04-02,Dominos Pizza,665.63,Food,Expense
2025-04-03,Oyo Rooms,9052.84,Travel,Expense
2025-04-03,Spotify,2201.67,Entertainment,Expense
2025-04-04,Reliance Digital,750.66,Shopping,Expense
2025-04-04,Petrol Pump,2598.74,Transportation,Expense
2025-04-04,Consulting Fee,31973.3,Salary,Income
2025-04-04,Electricity Bill,1973.06,Bills & Utilities,Expense
2025-04-04,Electricity Bill,1761.77,Bills & Utilities,Expense
2025-04-04,Starbucks,135.15,Food,Expense
2025-04-05,Gas Cylinder,1125.45,Bills & Utilities,Expense
2025-04-05,Starbucks,1172.42,Food,Expense
2025-04-05,Zomato,2535.08,Food,Expense
2025-04-05,Consulting Fee,71349.26,Salary,Income
2025-04-05,Starbucks,1193.91,Food,Expense
2025-04-05,Petrol Pump,725.08,Transportation,Expense
2025-04-05,Reliance Digital,1894.77,Shopping,Expense
2025-04-05,Electricity Bill,1662.45,Bills & Utilities,Expense
2025-04-06,Zomato,2243.9,Food,Expense
2025-04-06,Amazon Prime,2702.98,Entertainment,Expense
2025-04-06,Local Bakery,157.97,Food,Expense
2025-04-06,Metro Card Recharge,898.75,Transportation,Expense
2025-04-06,Freelance Gig,94463.94,Salary,Income
2025-04-06,Zara,2953.78,Shopping,Expense
2025-04-07,Ola,798.16,Transportation,Expense
2025-04-07,McDonalds,582.13,Food,Expense
2025-04-07,Zomato,1317.92,Food,Expense
2025-04-07,Jio Recharge,2651.32,Bills & Utilities,Expense
2025-04-07,Flipkart,1137.72,Shopping,Expense
2025-04-08,Zomato,1434.41,Food,Expense
2025-04-08,Metro Card Recharge,11850.52,Transportation,Expense
2025-04-08,Reliance Digital,2818.13,Shopping,Expense
2025-04-08,Gas Cylinder,980.63,Bills & Utilities,Expense
2025-04-09,Amazon Prime,669.21,Entertainment,Expense
2025-04-09,Zara,2748.59,Shopping,Expense
2025-04-09,Electricity Bill,2029.14,Bills & Utilities,Expense
2025-04-09,Monthly Rent,24077.74,Rent,Expense
2025-04-09,Netflix,2286.06,Entertainment,Expense
2025-04-09,Myntra,1512.96,Shopping,Expense
2025-04-10,Zomato,141.04,Food,Expense
2025-04-10,Indian Railways,1941.66,Transportation,Expense
2025-04-10,Local Bakery,2790.59,Food,Expense
2025-04-10,McDonalds,2717.23,Food,Expense
2025-04-11,Consulting Fee,77583.73,Salary,Income
2025-04-11,Amazon,2458.12,Shopping,Expense
2025-04-11,Apollo Pharmacy,1608.63,Healthcare,Expense
2025-04-11,Tech Corp Salary,70646.52,Salary,Income
2025-04-11,Oyo Rooms,8436.68,Travel,Expense
2025-04-11,Hospital Bill,186.17,Healthcare,Expense
2025-04-12,Tech Corp Salary,98959.13,Salary,Income
2025-04-12,Zomato,491.6,Food,Expense
2025-04-12,Hotel Taj,5926.42,Travel,Expense
2025-04-12,Electricity Bill,2860.61,Bills & Utilities,Expense
2025-04-13,BookMyShow,2723.87,Entertainment,Expense
2025-04-13,Indian Railways,2141.47,Transportation,Expense
2025-04-13,DMart,1521.66,Shopping,Expense
2025-04-13,Zara,557.39,Shopping,Expense
2025-04-13,PVR Cinemas,1505.73,Entertainment,Expense
2025-04-13,Starbucks,842.34,Food,Expense
2025-04-13,Monthly Rent,26950.63,Rent,Expense
2025-04-14,Airtel Broadband,1251.96,Bills & Utilities,Expense
2025-04-14,Uber,1470.08,Transportation,Expense
2025-04-14,Cafe Coffee Day,822.33,Food,Expense
2025-04-14,Myntra,203.28,Shopping,Expense
2025-04-15,Dental Checkup,2831.04,Healthcare,Expense
2025-04-15,Cafe Coffee Day,507.88,Food,Expense
2025-04-15,Water Bill,293.19,Bills & Utilities,Expense
2025-04-15,Hospital Bill,1172.73,Healthcare,Expense
2025-04-15,Hotel Taj,6582.89,Travel,Expense
2025-04-15,Jio Recharge,657.74,Bills & Utilities,Expense
2025-04-15,Water Bill,1334.17,Bills & Utilities,Expense
2025-04-15,Petrol Pump,1338.14,Transportation,Expense
2025-04-15,Dominos Pizza,1701.82,Food,Expense
2025-04-16,Consulting Fee,50925.67,Salary,Income
2025-04-16,Local Bakery,557.93,Food,Expense
2025-04-16,DMart,2180.23,Shopping,Expense
2025-04-16,Metro Card Recharge,1882.76,Transportation,Expense
2025-04-16,Electricity Bill,2758.08,Bills & Utilities,Expense
2025-04-17,Zomato,1408.93,Food,Expense
2025-04-17,Ola,1834.59,Transportation,Expense
2025-04-17,Swiggy,2684.82,Food,Expense
2025-04-17,BookMyShow,2007.04,Entertainment,Expense
2025-04-17,Jio Recharge,104.9,Bills & Utilities,Expense
2025-04-17,Metro Card Recharge,199.72,Transportation,Expense
2025-04-17,Zomato,262.32,Food,Expense
2025-04-17,Local Bakery,2569.5,Food,Expense
2025-04-17,Cafe Coffee Day,799.71,Food,Expense
2025-04-17,Local Bakery,636.73,Food,Expense
2025-04-17,BookMyShow,1232.16,Entertainment,Expense
2025-04-17,PVR Cinemas,2825.8,Entertainment,Expense
2025-04-17,McDonalds,1447.68,Food,Expense
2025-04-18,Practo Consultation,2826.79,Healthcare,Expense
2025-04-18,Gas Cylinder,2066.56,Bills & Utilities,Expense
2025-04-18,Amazon,1322.43,Shopping,Expense
2025-04-18,McDonalds,2940.26,Food,Expense
2025-04-18,Flipkart,2627.14,Shopping,Expense
2025-04-18,Zara,2833.85,Shopping,Expense
2025-04-19,Starbucks,261.3,Food,Expense
2025-04-19,Dominos Pizza,1900.26,Food,Expense
2025-04-20,Airtel Broadband,1477.91,Bills & Utilities,Expense
2025-04-20,Amazon,1262.21,Shopping,Expense
2025-04-20,Reliance Digital,922.09,Shopping,Expense
2025-04-20,Local Bakery,695.99,Food,Expense
2025-04-20,Swiggy,1624.17,Food,Expense
2025-04-21,Amazon Prime,725.77,Entertainment,Expense
2025-04-21,Cafe Coffee Day,2816.32,Food,Expense
2025-04-21,Indian Railways,2245.59,Transportation,Expense
2025-04-22,Flipkart,806.41,Shopping,Expense
2025-04-22,Zomato,2622.6,Food,Expense
2025-04-22,Amazon,1199.63,Shopping,Expense
2025-04-23,Local Bakery,2380.04,Food,Expense
2025-04-23,Zomato,344.54,Food,Expense
2025-04-23,Zara,2365.01,Shopping,Expense
2025-04-23,Water Bill,1654.04,Bills & Utilities,Expense
2025-04-23,Starbucks,474.51,Food,Expense
2025-04-23,Hotel Taj,13468.34,Travel,Expense
2025-04-23,Metro Card Recharge,1074.08,Transportation,Expense
2025-04-23,Indian Railways,2894.57,Transportation,Expense
2025-04-23,Monthly Rent,22946.03,Rent,Expense
2025-04-24,Hotel Taj,2041.58,Travel,Expense
2025-04-24,Zara,1785.38,Shopping,Expense
2025-04-24,Zara,1295.9,Shopping,Expense
2025-04-24,Amazon Prime,1476.17,Entertainment,Expense
2025-04-24,Dominos Pizza,2087.83,Food,Expense
2025-04-24,Amazon,2572.19,Shopping,Expense
2025-04-24,Cafe Coffee Day,1400.82,Food,Expense
2025-04-24,Myntra,1128.35,Shopping,Expense
2025-04-24,Electricity Bill,966.78,Bills & Utilities,Expense
2025-04-24,Starbucks,1988.56,Food,Expense
2025-04-25,Water Bill,1424.95,Bills & Utilities,Expense
2025-04-25,Uber,2945.76,Transportation,Expense
2025-04-25,Zomato,465.14,Food,Expense
2025-04-25,Swiggy,2141.53,Food,Expense
2025-04-25,Petrol Pump,160.59,Transportation,Expense
2025-04-25,Freelance Gig,46196.56,Salary,Income
2025-04-26,Tech Corp Salary,74188.84,Salary,Income
2025-04-26,Amazon,741.94,Shopping,Expense
2025-04-26,Dominos Pizza,1291.09,Food,Expense
2025-04-26,Starbucks,2116.6,Food,Expense
2025-04-26,Dominos Pizza,567.03,Food,Expense
2025-04-26,Spotify,1178.48,Entertainment,Expense
2025-04-26,Local Bakery,605.04,Food,Expense
2025-04-27,Metro Card Recharge,2207.99,Transportation,Expense
2025-04-27,Uber,2019.98,Transportation,Expense
2025-04-27,McDonalds,762.92,Food,Expense
2025-04-27,McDonalds,1063.42,Food,Expense
2025-04-27,Electricity Bill,2268.94,Bills & Utilities,Expense
2025-04-27,Freelance Gig,56020.02,Salary,Income
2025-04-27,Spotify,2567.51,Entertainment,Expense
2025-04-27,Apollo Pharmacy,2136.62,Healthcare,Expense
2025-04-27,Amazon,2652.37,Shopping,Expense
2025-04-27,Practo Consultation,394.97,Healthcare,Expense
2025-04-28,Airtel Broadband,1237.68,Bills & Utilities,Expense
2025-04-28,Zomato,2827.52,Food,Expense
2025-04-28,Netflix,632.07,Entertainment,Expense
2025-04-28,Petrol Pump,265.73,Transportation,Expense
2025-04-28,Reliance Digital,898.71,Shopping,Expense
2025-04-28,Dental Checkup,2537.0,Healthcare,Expense
2025-04-28,Indian Railways,1444.11,Transportation,Expense
2025-04-29,Myntra,2977.95,Shopping,Expense
2025-04-29,Water Bill,1086.21,Bills & Utilities,Expense
2025-04-29,Swiggy,502.24,Food,Expense
2025-04-29,Local Bakery,1817.69,Food,Expense
2025-04-29,Metro Card Recharge,1682.22,Transportation,Expense
2025-04-30,Swiggy,498.01,Food,Expense
2025-04-30,Cafe Coffee Day,1998.06,Food,Expense
2025-04-30,Consulting Fee,79660.18,Salary,Income
2025-04-30,Water Bill,1037.16,Bills & Utilities,Expense
2025-04-30,Zomato,508.1,Food,Expense
2025-04-30,Petrol Pump,832.89,Transportation,Expense
2025-04-30,Swiggy,1685.16,Food,Expense
2025-04-30,DMart,340.92,Shopping,Expense
2025-04-30,Uber,2820.4,Transportation,Expense
2025-04-30,Amazon,308.46,Shopping,Expense
2025-05-01,Consulting Fee,40433.31,Salary,Income
2025-05-01,McDonalds,627.52,Food,Expense
2025-05-01,Ola,2062.03,Transportation,Expense
2025-05-01,Electricity Bill,2665.86,Bills & Utilities,Expense
2025-05-01,Ola,2637.07,Transportation,Expense
2025-05-01,Indigo Airlines,9208.97,Travel,Expense
2025-05-01,Consulting Fee,82399.74,Salary,Income
2025-05-01,Swiggy,2017.07,Food,Expense
2025-05-01,Dental Checkup,2769.5,Healthcare,Expense
2025-05-01,Zara,1444.39,Shopping,Expense
2025-05-02,Petrol Pump,447.22,Transportation,Expense
2025-05-02,Myntra,2616.44,Shopping,Expense
2025-05-02,Oyo Rooms,13695.4,Travel,Expense
2025-05-02,Flipkart,782.6,Shopping,Expense
